==28806== NVPROF is profiling process 28806, command: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling application: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
318.80ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.81ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.81ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.82ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.82ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.83ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.83ms  2.4950us                    -               -         -         -         -      108B  41.281MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.83ms  2.7520us                    -               -         -         -         -      108B  37.426MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.84ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.84ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.85ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.85ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.86ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.86ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.86ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.87ms  2.7520us                    -               -         -         -         -      108B  37.426MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.87ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.88ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.88ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.89ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.89ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.90ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.90ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.90ms  2.7840us                    -               -         -         -         -      108B  36.996MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.91ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.91ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.92ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.92ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.93ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.93ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.93ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.94ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.94ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.95ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.95ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.96ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.96ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.97ms  2.5270us                    -               -         -         -         -      108B  40.759MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.97ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.97ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.98ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.98ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.99ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
318.99ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.00ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.00ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.00ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.01ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.01ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.02ms  2.7520us                    -               -         -         -         -      108B  37.426MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.02ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.03ms  2.4640us                    -               -         -         -         -      108B  41.801MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.03ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.04ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.04ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.04ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.05ms  2.4640us                    -               -         -         -         -      108B  41.801MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.05ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.06ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.06ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.07ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.07ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.07ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.08ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.08ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.09ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.09ms  2.7840us                    -               -         -         -         -      108B  36.996MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.10ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.10ms  2.5270us                    -               -         -         -         -      108B  40.759MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.11ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.11ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.11ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.12ms  2.4640us                    -               -         -         -         -      108B  41.801MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.12ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.13ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.13ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.14ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.14ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.14ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.15ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.15ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.16ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.16ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.17ms  2.4640us                    -               -         -         -         -      108B  41.801MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.17ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.17ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.18ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.18ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.19ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.19ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.20ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.20ms  2.6240us                    -               -         -         -         -      108B  39.252MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.21ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.21ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.21ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.22ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.22ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.23ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.23ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.24ms  2.4950us                    -               -         -         -         -      108B  41.281MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.24ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.24ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.25ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.25ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.26ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.26ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.27ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.27ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.27ms  2.6560us                    -               -         -         -         -      108B  38.779MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.28ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.28ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.29ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.29ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.30ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.30ms  2.5270us                    -               -         -         -         -      108B  40.759MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.31ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.31ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.31ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.32ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.32ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.33ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.33ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.34ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.34ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.34ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.35ms  2.7200us                    -               -         -         -         -      108B  37.867MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.35ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.36ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.36ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.37ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.37ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.38ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.38ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.38ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.39ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.39ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.40ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.40ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.41ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.41ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.41ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.42ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.42ms  2.7520us                    -               -         -         -         -      108B  37.426MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.43ms  2.6240us                    -               -         -         -         -      108B  39.252MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.43ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.44ms  2.4630us                    -               -         -         -         -      108B  41.818MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.44ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.45ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.45ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.45ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.46ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.46ms  2.7520us                    -               -         -         -         -      108B  37.426MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.47ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.47ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.48ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.48ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.48ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.49ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.49ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.50ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.50ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.51ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.51ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.51ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.52ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.52ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.53ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.53ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.54ms  2.7840us                    -               -         -         -         -      108B  36.996MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.54ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.55ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.55ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.55ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.56ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.56ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.57ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.57ms  2.7830us                    -               -         -         -         -      108B  37.009MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.58ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.58ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.58ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.59ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.59ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.60ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.60ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.61ms  2.7840us                    -               -         -         -         -      108B  36.996MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.61ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.62ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.62ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.62ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.63ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.63ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.64ms  2.4950us                    -               -         -         -         -      108B  41.281MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.64ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.65ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.65ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.65ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.66ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.66ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.67ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.67ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.68ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.68ms  2.7200us                    -               -         -         -         -      108B  37.867MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.69ms  2.4640us                    -               -         -         -         -      108B  41.801MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.69ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.69ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.70ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.70ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.71ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.71ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.72ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.72ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.72ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.73ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.73ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.74ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.74ms  2.5600us                    -               -         -         -         -      108B  40.233MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.75ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.75ms  2.4960us                    -               -         -         -         -      108B  41.265MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.75ms  2.7520us                    -               -         -         -         -      108B  37.426MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
319.76ms  2.5280us                    -               -         -         -         -      108B  40.742MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
