==28806== NVPROF is profiling process 28806, command: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling application: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
1.72647s  29.760us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10709]
1.72652s  316.92us                    -               -         -         -         -  4.0195MB  12.386GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.72684s  322.68us                    -               -         -         -         -  4.0195MB  12.165GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.72717s  321.66us                    -               -         -         -         -  4.0195MB  12.203GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.72750s  108.96us                    -               -         -         -         -  1.3398MB  12.009GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.72762s  3.0720us                    -               -         -         -         -  10.719KB  3.3275GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.72762s  55.839us                    -               -         -         -         -  686.00KB  11.716GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.73267s  365.88us                    -               -         -         -         -  4.0195MB  10.728GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.73309s  375.19us                    -               -         -         -         -  4.0195MB  10.462GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.73362s  368.83us                    -               -         -         -         -  4.0195MB  10.643GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.73399s  119.58us                    -               -         -         -         -  1.3398MB  10.942GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.73412s  3.2960us                    -               -         -         -         -  10.719KB  3.1014GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.73412s  62.367us                    -               -         -         -         -  686.00KB  10.490GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.73422s  44.127us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10741]
1.73491s     896ns                    -               -         -         -         -        8B  8.5150MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.73492s  15.944ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10744]
1.75117s  2.7840us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10745]
1.75118s  2.4640us                    -               -         -         -         -        8B  3.0964MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.75184s  23.328us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10749]
1.75188s  19.487us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10751]
1.75192s  30.016us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10753]
1.75197s  316.03us                    -               -         -         -         -  4.0195MB  12.421GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.75229s  322.68us                    -               -         -         -         -  4.0195MB  12.165GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.75262s  321.66us                    -               -         -         -         -  4.0195MB  12.203GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.75295s  108.89us                    -               -         -         -         -  1.3398MB  12.016GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.75306s  3.0080us                    -               -         -         -         -  10.719KB  3.3983GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.75307s  55.807us                    -               -         -         -         -  686.00KB  11.723GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.75817s  391.39us                    -               -         -         -         -  4.0195MB  10.029GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.75868s  400.25us                    -               -         -         -         -  4.0195MB  9.8072GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.75926s  382.81us                    -               -         -         -         -  4.0195MB  10.254GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.75965s  118.81us                    -               -         -         -         -  1.3398MB  11.013GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.75977s  3.3280us                    -               -         -         -         -  10.719KB  3.0716GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.75978s  63.391us                    -               -         -         -         -  686.00KB  10.320GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.75992s  43.904us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10785]
1.76063s     896ns                    -               -         -         -         -        8B  8.5150MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.76064s  15.922ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10788]
1.77683s  2.7200us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10789]
1.77683s  2.2080us                    -               -         -         -         -        8B  3.4553MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.77756s  24.032us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10793]
1.77770s  22.816us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10795]
1.77774s  29.984us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10797]
1.77780s  320.28us                    -               -         -         -         -  4.0195MB  12.256GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.77813s  325.92us                    -               -         -         -         -  4.0195MB  12.044GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.77846s  324.28us                    -               -         -         -         -  4.0195MB  12.105GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.77879s  109.82us                    -               -         -         -         -  1.3398MB  11.914GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.77890s  3.4880us                    -               -         -         -         -  10.719KB  2.9307GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.77891s  56.543us                    -               -         -         -         -  686.00KB  11.570GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.78401s  364.80us                    -               -         -         -         -  4.0195MB  10.760GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.78443s  373.53us                    -               -         -         -         -  4.0195MB  10.509GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.78495s  367.23us                    -               -         -         -         -  4.0195MB  10.689GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.78533s  120.73us                    -               -         -         -         -  1.3398MB  10.837GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.78545s  3.5200us                    -               -         -         -         -  10.719KB  2.9040GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.78546s  62.079us                    -               -         -         -         -  686.00KB  10.539GB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.78555s  44.096us           (1372 1 1)       (128 1 1)        10        0B        0B         -           -  GeForce GTX 970         1        14  ljForce_178_gpu [10829]
1.78625s     992ns                    -               -         -         -         -        8B  7.6909MB/s  GeForce GTX 970         1        14  [CUDA memcpy HtoD]
1.78626s  15.916ms             (14 1 1)       (128 1 1)        78        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_200_gpu [10832]
1.80252s  2.7520us              (1 1 1)       (256 1 1)        12        0B  2.0000KB         -           -  GeForce GTX 970         1        14  ljForce_241_gpu_red [10833]
1.80253s  2.2080us                    -               -         -         -         -        8B  3.4553MB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.80320s  22.976us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10837]
1.80324s  19.423us           (1728 1 1)       (128 1 1)        30        0B        0B         -           -  GeForce GTX 970         1        14  advanceVelocity_95_gpu [10839]
1.80327s  29.568us           (1728 1 1)       (128 1 1)        31        0B        0B         -           -  GeForce GTX 970         1        14  advancePosition_137_gpu [10841]
1.80332s  316.12us                    -               -         -         -         -  4.0195MB  12.417GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.80365s  322.72us                    -               -         -         -         -  4.0195MB  12.163GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
1.80397s  321.63us                    -               -         -         -         -  4.0195MB  12.205GB/s  GeForce GTX 970         1        14  [CUDA memcpy DtoH]
